"","BandNmbr","Date_utilized","SamplePos","Lattitude","Longitude","Basal_Area","Canopy","Litter","Herbac","Shrub","Tree","Bare_ground","Other","Density","Comments","Date_collected","image","MCP_ID"
"1",171368611,"1/28/2016","MCP",30.8151450658,-93.3812250501,3,27,100,0,0,0,0,0,23,"","3/14/2016","20160314_24.jpg","171368611_Jan28_2016_MCP"
"2",171368611,"1/28/2016","MCP",30.8150316833,-93.3813416023,8,12,100,0,0,0,0,0,15,"","3/14/2016","20160314_26.jpg","171368611_Jan28_2016_MCP"
"3",171368611,"1/28/2016","MCP",30.8149516667,-93.3813399835,3,16,95,5,0,0,0,0,9,"","3/14/2016","20160314_27.jpg","171368611_Jan28_2016_MCP"
"4",171368611,"1/28/2016","MCP",30.8148532678,-93.3813450197,4,10,100,0,0,0,0,0,24,"","3/14/2016","20160314_28.jpg","171368611_Jan28_2016_MCP"
"5",171368611,"1/28/2016","MCP",30.8147734055,-93.3813216373,9,26,100,0,0,0,0,0,11,"","3/14/2016","20160314_29.jpg","171368611_Jan28_2016_MCP"
"6",171368611,"1/28/2016","MCP",30.8146865919,-93.3814399881,4,0,100,0,0,0,0,0,18,"","3/14/2016","20160314_31.jpg","171368611_Jan28_2016_MCP"
"7",171368611,"1/28/2016","MCP",30.8146632665,-93.3813333285,4,17,100,0,0,0,0,0,17,"","3/14/2016","20160314_32.jpg","171368611_Jan28_2016_MCP"
"8",171368611,"1/28/2016","MCP",30.8149366829,-93.3815633751,0,5,0,25,0,0,75,0,0,"","3/14/2016","20160314_42.jpg","171368611_Jan28_2016_MCP"
"9",171368611,"1/28/2016","MCP",30.8147666087,-93.3814567155,0,0,0,0,0,0,0,0,0,"","3/14/2016","Set Image","171368611_Jan28_2016_MCP"
"10",171368611,"1/28/2016","MCP",30.8147734055,-93.3814482619,8,31,85,0,0,15,0,0,33,"","3/14/2016","20160314_53.jpg","171368611_Jan28_2016_MCP"
"11",171368611,"1/28/2016","MCP",30.8148684061,-93.3814299157,6,28,100,0,0,0,0,0,8,"oint in phone","3/14/2016","Set Image","171368611_Jan28_2016_MCP"
"12",171368611,"1/28/2016","MCP",30.8148983737,-93.3814200232,0,0,0,0,0,0,0,0,0,"","","","171368611_Jan28_2016_MCP"
"13",171368611,"1/28/2016","MCP",30.8149516667,-93.3814434055,4,11,100,0,0,0,0,0,40,"","3/14/2016","Set Image","171368611_Jan28_2016_MCP"
"14",171368611,"1/28/2016","MCP",30.8150299841,-93.3814434055,4,24,100,0,0,0,0,0,39,"","3/14/2016","Set Image","171368611_Jan28_2016_MCP"
"15",171368611,"1/28/2016","MCP",30.8152300253,-93.3811149731,7,35,100,0,0,0,0,0,23,"","3/15/2016","20160315_4.jpg","171368611_Jan28_2016_MCP"
"16",171368611,"1/28/2016","MCP",30.8151299275,-93.3811183905,4,37,100,0,0,0,0,0,36,"","3/15/2016","20160315_5.jpg","171368611_Jan28_2016_MCP"
"17",171368611,"1/28/2016","MCP",30.8150333825,-93.3811500467,3,29,100,0,0,0,0,0,40,"","3/15/2016","20160315_6.jpg","171368611_Jan28_2016_MCP"
"18",171368611,"1/28/2016","MCP",30.8150599517,-93.3812300863,6,35,100,0,0,0,0,0,32,"","3/15/2016","20160315_7.jpg","171368611_Jan28_2016_MCP"
"19",171368611,"1/28/2016","MCP",30.8149600082,-93.3812482526,3,11,40,60,0,0,0,0,30,"","3/15/2016","20160315_9.jpg","171368611_Jan28_2016_MCP"
"20",171368611,"1/28/2016","MCP",30.8148633085,-93.3812300863,4,33,80,20,0,0,0,0,9,"","3/15/2016","20160315_12.jpg","171368611_Jan28_2016_MCP"
