"","BandNmbr","Date_utilized","SamplePos","Lattitude","Longitude","Basal_Area","Canopy","Litter","Herbac","Shrub","Tree","Bare_ground","Other","Density","Comments","Date_collected","image","MCP_ID"
"1",171368611,"1/27/2016","BUF",30.8153066433,-93.3813333285,7,11,100,0,0,0,0,0,0,"","3/14/2016","20160314_22.jpg","171368611_Jan27_2016_buffer"
"2",171368611,"1/27/2016","BUF",30.8152182855,-93.3813466385,6,22,95,5,0,0,0,0,40,"","3/14/2016","20160314_23.jpg","171368611_Jan27_2016_buffer"
"3",171368611,"1/27/2016","BUF",30.8151450658,-93.3812250501,3,27,100,0,0,0,0,0,23,"","3/14/2016","20160314_24.jpg","171368611_Jan27_2016_buffer"
"4",171368611,"1/27/2016","BUF",30.8148532678,-93.3813450197,4,10,100,0,0,0,0,0,24,"","3/14/2016","20160314_28.jpg","171368611_Jan27_2016_buffer"
"5",171368611,"1/27/2016","BUF",30.8147734055,-93.3813216373,9,26,100,0,0,0,0,0,11,"","3/14/2016","20160314_29.jpg","171368611_Jan27_2016_buffer"
"6",171368611,"1/27/2016","BUF",30.8146632665,-93.3813333285,4,17,100,0,0,0,0,0,17,"","3/14/2016","20160314_32.jpg","171368611_Jan27_2016_buffer"
"7",171368611,"1/27/2016","BUF",30.8148532678,-93.3815567201,2,0,10,5,0,0,85,0,0,"","3/14/2016","20160314_41.jpg","171368611_Jan27_2016_buffer"
"8",171368611,"1/27/2016","BUF",30.8149366829,-93.3815633751,0,5,0,25,0,0,75,0,0,"","3/14/2016","20160314_42.jpg","171368611_Jan27_2016_buffer"
"9",171368611,"1/27/2016","BUF",30.8150432687,-93.3815599577,5,0,5,65,0,0,30,0,0,"","3/14/2016","20160314_44.jpg","171368611_Jan27_2016_buffer"
"10",171368611,"1/27/2016","BUF",30.8152450091,-93.3815516839,6,29,100,0,0,0,0,0,3,"","3/14/2016","20160314_46.jpg","171368611_Jan27_2016_buffer"
"11",171368611,"1/27/2016","BUF",30.8151299275,-93.3817650031,0,0,100,0,0,0,0,0,9,"","3/14/2016","20160314_47.jpg","171368611_Jan27_2016_buffer"
"12",171368611,"1/27/2016","BUF",30.8147666087,-93.3814567155,0,0,0,0,0,0,0,0,0,"","3/14/2016","Set Image","171368611_Jan27_2016_buffer"
"13",171368611,"1/27/2016","BUF",30.8147734055,-93.3814482619,8,31,85,0,0,15,0,0,33,"","3/14/2016","20160314_53.jpg","171368611_Jan27_2016_buffer"
"14",171368611,"1/27/2016","BUF",30.8148684061,-93.3814299157,6,28,100,0,0,0,0,0,8,"oint in phone","3/14/2016","Set Image","171368611_Jan27_2016_buffer"
"15",171368611,"1/27/2016","BUF",30.8148983737,-93.3814200232,0,0,0,0,0,0,0,0,0,"","","","171368611_Jan27_2016_buffer"
"16",171368611,"1/27/2016","BUF",30.8151299275,-93.3811183905,4,37,100,0,0,0,0,0,36,"","3/15/2016","20160315_5.jpg","171368611_Jan27_2016_buffer"
"17",171368611,"1/27/2016","BUF",30.8150333825,-93.3811500467,3,29,100,0,0,0,0,0,40,"","3/15/2016","20160315_6.jpg","171368611_Jan27_2016_buffer"
"18",171368611,"1/27/2016","BUF",30.8150599517,-93.3812300863,6,35,100,0,0,0,0,0,32,"","3/15/2016","20160315_7.jpg","171368611_Jan27_2016_buffer"
"19",171368611,"1/27/2016","BUF",30.8149600082,-93.3812482526,3,11,40,60,0,0,0,0,30,"","3/15/2016","20160315_9.jpg","171368611_Jan27_2016_buffer"
"20",171368611,"1/27/2016","BUF",30.814941626,-93.3811333193,4,16,95,5,0,0,0,0,17,"","3/15/2016","20160315_10.jpg","171368611_Jan27_2016_buffer"
"21",171368611,"1/27/2016","BUF",30.8148566662,-93.3811200093,7,23,100,0,0,0,0,0,16,"","3/15/2016","20160315_11.jpg","171368611_Jan27_2016_buffer"
"22",171368611,"1/27/2016","BUF",30.8148633085,-93.3812300863,4,33,80,20,0,0,0,0,9,"","3/15/2016","20160315_12.jpg","171368611_Jan27_2016_buffer"
"23",171368611,"1/27/2016","BUF",30.8147599664,-93.3811250455,7,27,100,0,0,0,0,0,8,"","3/15/2016","20160315_13.jpg","171368611_Jan27_2016_buffer"
"24",171368611,"1/27/2016","BUF",30.8146850472,-93.3811300817,6,29,100,0,0,0,0,0,0,"","3/15/2016","20160315_14.jpg","171368611_Jan27_2016_buffer"
